,0
0,0.9641578573131663
1,0.9585845368754696
2,0.9616410700923117
3,0.9432453129834425
4,0.9652560752439879
5,0.962322775223516
6,0.942928903250424
7,0.9237065051694664
8,0.9301996666307001
9,0.9154924747324422
10,0.9030672105386289
11,0.8896783594375102
12,0.8802446469519641
13,0.8768990643357014
14,0.8782133735536083
15,0.8737465427881341
16,0.8716400482417638
17,0.8851206205373313
18,0.8768152483127477
19,0.8729326169304539
20,0.8770359824645632
21,0.8777847563806468
22,0.8707012877819403
23,0.8721828465005583
24,0.8758679145328374
25,0.8793016315147638
26,0.8674043905061323
27,0.8643782147541544
28,0.8772437526017954
