,0
0,0.8328664799253034
1,0.7614379084967321
2,0.9206349206349207
3,0.8968253968253969
4,0.9920634920634921
5,0.9761904761904763
6,1.0
7,1.0
8,1.0
9,1.0
10,1.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
16,1.0
17,1.0
18,1.0
19,1.0
20,1.0
21,1.0
22,1.0
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,1.0
