,0
0,0.870111198036862
1,0.8698416487433333
2,0.8684420208205281
3,0.8670507612768773
4,0.8697280218461597
5,0.8693137555163599
6,0.8706964105692089
7,0.870842665788892
8,0.8682469564614801
9,0.8716965230123126
10,0.8703950559574208
11,0.8771429452936302
12,0.8759425022061526
13,0.87206792110523
14,0.8858497126575662
15,0.8749376002620319
16,0.8722237540282654
17,0.87026878512292
18,0.8678874984433183
19,0.8765823462252034
20,0.8739408684495543
21,0.8789701011608521
22,0.8726719073150023
23,0.8795329107603326
24,0.8607160036741817
25,0.8712495785408605
26,0.8763016695776676
27,0.876062207401507
28,0.8693797239714574
