,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
0,20.36960421254981,17.0947322389641,19.01556244495503,14.389110677858962,15.71203343147921,20.318895848559027,14.855432543941607,16.582460122323024,18.004711462047887,23.31797678416734,15.56036535570121,20.468909066941414,18.17626672630995,13.427726505271801,20.73478375448766,21.761620915493857,24.87797655816589,20.382568617028763,17.77889885973804,21.507747436222616,20.510551952765496,25.24818532274656,18.96264623058043,18.498462854918653,24.17396669076453,19.930316880500627,19.85236621620806,20.70357029885572,25.21715180781504,16.224861088014865,22.10183850693934,16.150505170594943,22.878319758644917,19.179947467835838,14.730222516003515,13.529428711966716,14.564848150166771,15.926053995606907,18.342238896567824,23.995284433457766,19.186814119558843,14.989810635755754,13.809399456429857,21.69387271617098,16.449327308793226,19.233680638799424,17.04182410046257,22.231077352365062,21.106265468302286,12.544604286117728,20.027001106878004,20.53648895802231,18.605507950525897,19.51367503005968,21.181892388701037,19.879416079665837,20.396055267656752,23.893544193311143,17.586608159560736,19.2601613146285,23.905203365505614,20.35901814379536,22.505003286503744,18.808869351496377,23.621657342696036,18.96341394008826,26.701165056660564,19.30541243665446,17.10354610269361,21.233082791469133,19.855634491979785,20.56442326487107,20.176779528579605,24.503078969443855,16.86798558107924,25.200253094688385
1,34.445850496594716,32.8345921750452,31.984661725749877,10.397772039834074,30.898450928916432,26.261540250255027,25.04677895293562,19.344965757974286,35.89872672798889,24.50997500900618,27.045644541272726,15.974028037755875,21.819820452633184,9.219231746469951,34.025006172485746,29.092208987301017,32.614085693691536,32.10477763968629,27.182236116226917,36.830454873521724,30.99758000138439,38.46760773838806,26.568187252811096,22.67008304763886,35.00879798887233,34.30332297435757,30.254366671597822,28.37240689357733,31.009713366417863,10.149650471464,26.14763018190065,19.061123866860342,10.214499360827613,12.722245998610314,16.58348117312246,16.505996786167632,9.075153068420573,26.71845173725937,23.481022068451555,24.662488672389916,31.440267318925084,10.90770564400068,27.052415919371445,28.221022343356548,20.089443015438718,26.206715591474925,8.909198942327057,32.36610484086273,10.502355747970086,25.96491338382732,31.624765865418986,25.09617892983062,22.16540276165565,35.99132737026953,17.103088425236777,30.73508783468234,14.817501777054394,34.52879492632717,14.837157720700327,34.748394864205736,30.098339373387628,10.349060787838262,24.598231867352,22.731036522974247,37.82229085705364,27.55901630902413,37.907860949195644,30.542103326159957,18.516852473714305,25.725637724323317,22.941789365435195,37.484874456071985,28.560022388205745,37.20423721722638,27.158023162588844,31.53156455693585
2,22.493028354363663,26.918436415272488,31.62713199158131,15.494348407929573,30.4686702034279,30.37562731640259,27.657447312209666,26.16168185427843,30.81909653368881,22.091739898192035,30.243009209757005,27.51638288134407,29.911306227204875,18.6794855431381,30.464090103451515,23.422374607203714,25.18485842744623,24.61382568219022,28.07639579475382,34.08678756370791,20.103301282202025,34.53259560106522,30.243619979008336,22.91511509827379,22.674226090969213,28.27989207618999,31.259872503342606,32.74714435687439,30.618605704417735,22.73954327355776,21.40737236392876,22.65586106660503,15.87482011781821,18.0388992395994,21.861168713975108,18.71115429228497,17.55875248076524,23.034837368862522,26.570398751619038,18.41644920956703,12.44459264905399,20.609362810834078,19.537130669180623,18.927507661125155,22.749126629920198,21.86668270242048,29.59085515851829,29.679113964928195,13.744125023518944,26.66246531579908,27.678765913422748,20.68782701095808,26.24277195252578,29.850552584110716,15.29781598216131,30.326505110400042,26.1534189579055,27.55939062381409,24.143106957997926,27.883457735867005,25.949070971701087,19.44051876065406,23.59977140290219,26.144795369751723,30.517630319217467,20.38569292904622,33.34883334076666,30.030769005588347,22.088740340241866,22.49749474672076,29.03557967810013,30.089905970357187,30.015853828829336,23.117703272884516,17.9501503620647,26.420140166779635
3,16.600221712445023,15.338253006608479,23.66101356270411,22.564345169523136,18.986119366261434,17.53470308261344,19.677861773265494,16.96051881654022,22.575820570541733,13.81261484191105,23.817296649802838,18.973873082113546,15.871419197836856,12.194022230749239,22.745893900755004,13.572493200131415,13.687847104410112,12.31867662679632,19.610627004466618,23.18250208711304,13.104445380102476,21.918632373458102,17.867796982938003,21.352041965132877,16.919110594611634,19.01120221434969,21.265390925786235,22.173768393447578,21.725789728190307,16.64287132236447,18.739130695092843,21.586653712919727,22.503554521682627,16.862241401494426,18.621796770359488,14.81054778923281,13.747727389873083,14.850094387620906,21.04122636414145,23.521241630242905,17.873291095013606,18.197573228962092,11.700502809546952,8.763809439733672,12.935518943479288,16.718780901434307,15.320682658907135,23.02089736601044,18.82169654806937,12.946138832632915,16.090034432043012,11.24709206458265,16.76428714095222,21.81799511546698,15.25911247891871,21.769151792435007,21.300216240995674,15.344872478838019,12.08260329555681,22.296389848125674,18.02418026608907,14.163053658936777,14.64368161329703,20.252659088980085,22.202759726849838,13.177605340726947,21.6005380475425,20.582574273936213,21.136211516001893,17.873987934363434,18.284783026785735,20.245496578546057,18.348665675894907,18.08247992744879,12.914251030650314,18.546440307295715
4,22.25044939081519,32.41563049369754,31.96641583964177,13.783106396540079,31.66994295760924,23.929549076625126,28.517090180468557,21.477189723188904,34.95194315375979,33.96804428090411,22.24488097897195,19.31013332654733,26.154587147397216,13.153118299356915,36.19782600923741,34.27215155605938,35.04613762068433,33.11862968184175,24.075506584980015,37.710086889125144,32.04854917986882,37.73562575599429,27.169688508403926,17.329322550641734,36.52409724967623,33.82005228713598,36.580037093533896,33.98858074008926,29.278664639625134,23.61088152486865,29.4167905592934,13.800505712476514,16.455753530473693,26.825804619497546,10.000983248493409,16.754508645471468,9.311109391967445,30.60806651692237,18.237940260656938,21.310129338766494,22.252656285034107,13.637664649553672,15.160243250844422,9.123957690576393,30.713389937648284,26.663525898139536,31.44714879865947,30.68515796765237,9.759629727280746,20.579102599384182,23.931475854549095,25.9490838325447,21.531527711782594,35.576674911355646,32.60904522642357,25.659850915653816,25.641688825858623,20.498333023767426,11.921351745394686,37.05575484325208,29.16289728440125,31.670930335881195,23.652784529708658,21.37907274342338,31.607119233112794,32.125919673772515,35.77123104954379,30.238770773513004,19.0768321626193,34.16244706019686,37.37446846412308,32.022535885373806,18.273513694731545,25.470849398849683,11.46238231051992,26.70249948031319
5,26.712900639698127,30.53479324637119,32.39052394731353,20.166422066091513,26.936347053772764,27.922427493463406,27.84828879192713,29.55016004974833,36.37555518511511,29.442153511113982,28.01192360773391,20.098661006626877,33.36004758344902,15.612178378622836,29.730008109866084,30.16131000117699,33.60852607846635,35.082534768511756,19.541344517974025,39.03736374466546,32.25242269686411,41.47340314828545,27.641915934078888,18.497816218718718,33.5525686941184,24.89041613976225,34.942533459420446,38.86644231753155,35.89800717031457,13.70948048173874,29.734950132922496,14.042792808014264,18.219483645019718,21.184966325369047,13.839981599215168,22.02623757204178,21.181105647935055,31.441826155585904,20.61835015552426,22.35918122807366,11.359146577268724,16.451341524448715,24.78553805637656,13.174893603320399,27.979326070733627,28.637913958461112,30.319135533062212,32.168165970455775,21.411830510624927,30.208627797845498,26.25433274801351,35.44116032021243,31.707183995278637,34.93445745668081,25.538373839919807,28.711557678982352,21.915889368461038,35.60885250760363,29.3600688904951,17.92939435072448,29.694492929422346,27.31621130159148,25.599731539965095,19.974636678915324,30.1686222956939,30.409552662779404,37.08210248006953,29.454902044473588,21.32493409480729,28.38854301726982,28.261218163220665,36.07989260312007,32.52923814743207,30.374999957714493,22.1849144957104,21.845019507353822
6,39.746537709199536,45.159459039811686,39.624315952642135,12.80889868625468,12.387391893312676,41.64334774551027,14.972663966311554,35.54773029395146,40.94695544226343,12.069297486347219,27.225349601472676,19.29669085008792,21.308159345380126,19.733478939532098,44.15480403594197,40.85642965856066,33.7543655630147,34.3774134773941,27.793640113894696,47.63323438342165,32.925566526580035,46.61658956204475,39.623042154662016,29.300100637134488,44.81751787584029,42.173239468317774,46.21535219642544,37.28451881541616,42.2620261467402,24.634658942465272,39.39228216500833,25.423493869819705,26.356228244603606,30.4356206481458,16.73719604159875,29.89068299814567,23.379695286985086,29.56690517795028,29.64514112922259,37.70255523581305,10.53605727746962,34.68134517948982,16.314529240573354,28.37494163786851,28.371718311581848,41.38064755435078,40.841579563025896,41.12042147727513,40.33135821185482,27.92181904721941,43.44211015607358,16.828577060843685,35.11058883410144,43.6237446194017,17.029392223551056,25.56217203414122,22.16766285936255,41.58953165981541,14.43026039522674,45.862191539730716,44.04736845877356,32.570203147972116,40.029331978454806,34.80858441850257,46.279898602326995,40.4315279291938,47.37967402141197,42.94840187084707,30.23034453212325,41.80816741393576,43.907002231025494,46.66123190841155,38.283039891709784,43.466028458774296,30.84526989526615,23.911439019979895
7,21.595482765213205,21.001745773901646,20.34795598029646,8.023434860662771,14.142440280332298,15.09101362437034,19.325347416778573,18.382944966195492,23.610134985059066,21.092931931044948,19.624750405629726,20.33782570084533,19.715819772901202,6.9050612991149976,16.79158210835602,21.215893477449914,22.203794043210397,24.288633673044735,12.852546270963527,24.57801325699122,21.27009724489026,26.43396958240716,14.318623507285828,16.635048108316965,22.678948638931203,18.954175918653284,17.79088428860544,22.15751097625736,21.154873916272674,14.81309205436815,20.51937614270489,13.198428179875348,16.4318307449134,19.72637927950424,7.9857899204630804,11.115538219930293,9.728280250480003,13.371030542327635,9.363440437833466,10.336971843929822,12.953123022463052,5.7185434077346695,13.983820323625002,11.4565076867639,8.397551452453792,21.812328086326737,11.969852545371955,13.352089691199103,9.933266267601407,9.04594552509691,12.17035382875876,11.535241702997789,18.936215212655267,20.548351723261824,18.27321657358296,17.791788679385352,19.287048824550116,13.110107732924776,9.066186845545163,12.246673189564767,17.10294936777428,10.950459943250689,17.881695822400538,13.534986049387593,19.32384805508849,18.743871809391663,21.825917591832322,11.260703038846337,13.792639469214116,14.00580910676926,14.100734939099741,13.031731490138442,18.37039129166025,17.96692442386779,13.50530982406507,15.761805045160845
8,34.34737857092079,37.10486923035619,31.972033791912395,9.895753482638064,25.336408590304487,36.81610457848201,33.77272902332509,24.793015877621308,35.0950168247554,19.30716766598249,26.680036887244515,21.555759674583573,32.36453283043454,13.181072090435794,39.29291365281297,37.941754196250784,35.63390850172111,33.79440618911541,24.48999771710363,39.82354949271856,30.236501728453863,40.53321949596892,31.511041719956417,27.423083326526953,38.52700915293392,27.35309477233893,37.88587586535331,30.092770572837967,36.66986644332219,22.552133924644,29.41691514938782,19.72514635858463,25.2987289737658,11.513108411583218,28.332509386083977,28.919363639809436,18.912233938817963,20.931873506323956,23.680926395078554,25.786991893104364,27.110007898165854,23.963447917896197,18.59455256087812,13.3416188390499,17.84039928034715,30.76077089951142,38.67882039018626,20.354129498075093,21.386457313550313,25.50230216795303,28.869380289981518,29.447874070325497,24.745275717280073,35.57485433921426,25.62916202303691,29.674578664137012,10.013265586192421,31.70980901068122,19.899093637473626,37.420501119437425,21.67733382615707,16.13573845901569,19.870875317331116,22.028233372443594,35.295904380468954,31.419472950085176,39.75147991391496,30.4448765527252,26.600114885436355,26.73570542901519,20.890539764537277,30.746480813982554,20.62123427071579,26.356693102405583,27.146388110992326,27.066583631860905
9,23.034783129497338,34.157374491882365,21.67006295069077,25.754230329296455,39.01661553273664,21.187527334783297,38.585536510170755,24.001814132202632,36.95688372986458,19.75970977911547,35.075892264742976,32.07350601812207,29.553198231334825,32.611681615330255,14.401050759794822,35.57681456459196,35.919514806838365,22.96728693288515,24.294737120815274,35.262466347933945,19.33160160711843,34.733903519269255,27.23015612475477,22.993351730475776,32.06072557386763,32.02398172997616,23.256782140304246,35.667762127442906,21.979978747966573,30.418593881253813,41.056518388755805,37.901036344059804,39.24862671154513,38.98980896799444,31.05588806579681,18.904440871191706,18.530662073825674,33.05020971157004,40.42074457411671,37.649141753801985,35.67867055164279,20.079612303469066,25.826218624808615,15.66844493548191,20.856990952697664,25.569495731492122,32.99901091344557,20.55854764837009,32.162439411321536,33.364673176116,26.957405133102824,30.20642249795012,23.285576621430398,28.753080531075142,18.399330887559636,39.24461104713789,27.8739083109577,12.691632004260798,38.622757847547696,11.604649543968817,20.822363643617404,34.1799183163733,19.107313519215097,14.650252959352867,22.56940115956932,12.190164197527215,22.222591973989783,30.29524008992792,32.64606356656726,21.88387927322595,24.913234656944027,26.706511422282382,26.720565332624787,16.52189083179801,32.32901253781262,37.18312676765451
