,0
0,0.6397959183673468
1,0.42857142857142855
2,0.766156462585034
3,0.7142857142857143
4,0.5999999999999999
5,0.4857142857142857
6,0.2857142857142857
7,0.14285714285714285
8,0.2857142857142857
9,0.0
10,0.14285714285714285
11,0.0
12,0.0
13,0.0
14,0.2857142857142857
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
