,0
0,0.8601271384166121
1,0.8191971245644476
2,0.877435217578727
3,0.8539425825140111
4,0.8762962353130203
5,0.8719446897770756
6,0.8692033655567489
7,0.8575601732811658
8,0.8885807790649499
9,0.8735267477805069
10,0.8620862590425051
11,0.8849218424712616
12,0.8712380550006306
13,0.8760777434593333
14,0.8726622130147633
15,0.8755942775980116
16,0.8700561403198533
17,0.873224379977383
18,0.8743893419529848
19,0.861915852048844
20,0.8743795863615528
21,0.8815761594498678
22,0.8754888951356107
23,0.8775409699610899
24,0.8782239634885703
25,0.8719380914353199
26,0.8776975920056007
27,0.8777803669065444
28,0.8730911146154511
