,0
0,0.8744897959183673
1,0.8744897959183673
2,0.8744897959183673
3,0.8744897959183673
4,0.8887755102040817
5,0.8959183673469389
6,0.9102040816326531
7,0.9241496598639456
8,0.9241496598639456
9,0.9241496598639456
10,0.9241496598639456
11,0.9241496598639456
12,0.930952380952381
13,0.930952380952381
14,0.9241496598639456
15,0.9312925170068027
16,0.9312925170068027
17,0.9312925170068027
18,0.9312925170068027
19,0.9312925170068027
20,0.9312925170068027
21,0.9312925170068027
22,0.9241496598639456
23,0.9241496598639456
24,0.9241496598639456
25,0.9241496598639456
26,0.9241496598639456
27,0.9241496598639456
28,0.9380952380952381
