,0
0,0.6150750043607187
1,0.4829777365491651
2,0.6007326007326006
3,0.5567194710051854
4,0.53781179138322
5,0.6377551020408162
6,0.6547619047619048
7,0.6134920634920634
8,0.5714285714285714
9,0.7127551020408164
10,0.6587301587301587
11,0.4785714285714286
12,0.2285714285714286
13,0.14285714285714285
14,0.047619047619047616
15,0.047619047619047616
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
