,0
0,0.8744897959183673
1,0.8744897959183673
2,0.8744897959183673
3,0.8605442176870748
4,0.8605442176870748
5,0.8605442176870748
6,0.8605442176870748
7,0.8605442176870748
8,0.8605442176870748
9,0.8605442176870748
10,0.8605442176870748
11,0.8605442176870748
12,0.8605442176870748
13,0.8605442176870748
14,0.8605442176870748
15,0.8605442176870748
16,0.8605442176870748
17,0.8605442176870748
18,0.8605442176870748
19,0.8605442176870748
20,0.8605442176870748
21,0.8605442176870748
22,0.8605442176870748
23,0.8605442176870748
24,0.8605442176870748
25,0.8605442176870748
26,0.8605442176870748
27,0.8605442176870748
28,0.8605442176870748
