,0
0,0.9157098529278981
1,0.9463949582372221
2,0.9325366699407435
3,0.9681069518977582
4,0.9706093840994383
5,0.946525332239618
6,0.9728457983073954
7,0.9659263448011002
8,0.9735148302501574
9,0.9714359092992799
10,0.9618935351205887
11,0.9774034322556312
12,0.9703938918224633
13,0.9695466926398686
14,0.968265663634222
15,0.9814389832749021
16,0.9756172854412526
17,0.9800580951876913
18,0.972584371705196
19,0.9408399890179682
20,0.9607948456640608
21,0.9706419771187703
22,0.965113094348855
23,0.9700351752731098
24,0.9798368229772081
25,0.9719039324283448
26,0.9756666602557014
27,0.9608086348521298
28,0.9672565408192586
