,0
0,0.4077446736270266
1,0.30740949871384654
2,0.4004578754578755
3,0.4269377607502331
4,0.3283882783882784
5,0.24933106109576694
6,0.17896809073279663
7,0.1431901431901432
8,0.1131725417439703
9,0.1342157842157842
10,0.09183673469387756
11,0.10551948051948053
12,0.0
13,0.0
14,0.0
15,0.02197802197802198
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
