,0
0,0.5238095238095238
1,0.8190476190476191
2,0.8945578231292517
3,0.9166666666666667
4,0.8017857142857144
5,0.9357142857142857
6,0.7879509379509378
7,0.953617810760668
8,0.8786630036630036
9,0.7998015873015873
10,0.8776889776889778
11,0.8239474810903383
12,0.763003663003663
13,0.8565759637188208
14,0.8718614718614719
15,0.8954378954378954
16,0.6843144250707276
17,0.8372056514913657
18,0.8143467643467643
19,0.7849626563912279
20,0.8322843822843823
21,0.7870225013082156
22,0.8128968253968255
23,0.7731268731268731
24,0.8498168498168498
25,0.7571303696303697
26,0.8462481962481962
27,0.893043068043068
28,0.8370201227344084
