,0
0,0.9555064130915525
1,0.9386778634898937
2,0.9199579831932773
3,0.8920016491445064
4,0.9187611886860008
5,0.9264723371866229
6,0.9500381970970206
7,0.9134677794562801
8,0.9044817927170868
9,0.8570967461944906
10,0.9319614222500593
11,0.9137378292278011
12,0.92602293278985
13,0.9362885154061625
14,0.9090117511535506
15,0.9215235891927621
16,0.8741506615821558
17,0.9099729844090747
18,0.903514739229025
19,0.9161312371838688
20,0.9264172335600908
21,0.954412534244467
22,0.8977930302555804
23,0.9040444372742511
24,0.9571443659315514
25,0.9387130290712776
26,0.9014196983141082
27,0.9269008206569501
28,0.9117541753543524
