,0
0,0.9238095238095239
1,0.9682539682539683
2,0.825108225108225
3,0.8523809523809524
4,0.7813297813297814
5,0.8711399711399711
6,0.7642857142857142
7,0.7353646353646354
8,0.5546176046176046
9,0.42972582972582973
10,0.35779220779220783
11,0.4382395382395382
12,0.2424242424242424
13,0.38100391671820244
14,0.07142857142857142
15,0.09999999999999999
16,0.025974025974025976
17,0.0
18,0.0
19,0.04285714285714286
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
