,0
0,0.9775108132599423
1,0.9719829393347048
2,0.9925049637079713
3,0.9647375025959979
4,0.9430228130081841
5,0.9648906468400191
6,0.9433763719826438
7,0.9208960838660085
8,0.9337336132119197
9,0.9189044030816184
10,0.8936781832548648
11,0.9061942348056367
12,0.8911973694868431
13,0.8783474563133254
14,0.8720885355556972
15,0.8757077722240629
16,0.8790933148783658
17,0.8607105182516095
18,0.874199756014567
19,0.8670957031155255
20,0.8747127816763746
21,0.8695718704308215
22,0.8731044838996346
23,0.8690620221697916
24,0.8809454080351914
25,0.872054696426306
26,0.879458765447409
27,0.8720057916656792
28,0.8747346088642629
