,0
0,0.8798674842225174
1,0.8897316116198765
2,0.8781510291655639
3,0.8815254586683158
4,0.8464769412504605
5,0.8802513633395213
6,0.8753588058027107
7,0.8837780028176906
8,0.892825464435398
9,0.8928548164571107
10,0.8818787000333854
11,0.8688909997180672
12,0.8876189944137209
13,0.8865518456205618
14,0.8740079868404103
15,0.883698519525587
16,0.873939168939169
17,0.8768582660716687
18,0.8751239263573181
19,0.8729519241874953
20,0.8738535040790679
21,0.8783886292747053
22,0.8826681976440803
23,0.8765969758910279
24,0.8645666627828442
25,0.8850927538263835
26,0.8650183238377298
27,0.8815605151131466
28,0.8777911835982296
