,0
0,0.9126984126984127
1,0.776844070961718
2,0.8804855275443513
3,0.8646125116713351
4,0.896825396825397
5,0.8809523809523808
6,0.9365079365079365
7,0.9206349206349207
8,0.9603174603174603
9,0.9285714285714286
10,0.9682539682539683
11,0.9523809523809524
12,0.9761904761904763
13,0.9523809523809524
14,0.9761904761904763
15,0.9682539682539684
16,0.9761904761904763
17,0.9603174603174603
18,0.9682539682539684
19,0.9682539682539684
20,0.9682539682539684
21,0.9682539682539684
22,0.9761904761904763
23,0.9761904761904763
24,0.9761904761904763
25,0.9761904761904763
26,1.0
27,0.9841269841269842
28,1.0
