,0
0,0.8820862686105281
1,0.8817013289684935
2,0.8704104969494253
3,0.8719369327392811
4,0.8860501378609161
5,0.8762336382017886
6,0.8702808095313678
7,0.8733798912194629
8,0.870983429759801
9,0.8714868876282956
10,0.8772980719409291
11,0.8802194128469588
12,0.8752410305041884
13,0.8715670604073434
14,0.8676758569615712
15,0.8697135149862742
16,0.8705179122678326
17,0.868362274294034
18,0.8753299916457813
19,0.8729882387094884
20,0.8721693540636687
21,0.8801494829699951
22,0.871349749998363
23,0.8736515957525895
24,0.8680764395428842
25,0.8738747734759178
26,0.8738635302259036
27,0.8722325881296198
28,0.8710346314638736
